Time (GMT);Link;Website : subject;Website : member name
16/11/2010 11:46;"https://forums.liveatc.net/index.php?action=dlattach;topic=8298.0;attach=4622";"N82FR resume own nav...""your kidding me right?"" ";uplink 
16/11/2010 07:11;"https://forums.liveatc.net/index.php?action=dlattach;topic=8297.0;attach=4620";Qantas 17 returns to SYDNEY ;graysono 
12/11/2010 02:08;"https://forums.liveatc.net/index.php?action=dlattach;topic=8277.0;attach=4605";AWE739 at KPHL Bird Strike ;cptbrw 
07/11/2010 21:58;"https://forums.liveatc.net/index.php?action=dlattach;topic=8265.0;attach=4575";Soloed today ;robertl30 
31/10/2010 06:37;"https://forums.liveatc.net/index.php?action=dlattach;topic=8242.0;attach=4545";AA 1640 (American 1640) Miami Center Audio ;captkel 
31/10/2010 01:39;"https://forums.liveatc.net/index.php?action=dlattach;topic=8226.0;attach=4544";Re: Cessna 340A N68718 crash ;bsmith19 
30/10/2010 09:30;"https://forums.liveatc.net/index.php?action=dlattach;topic=8238.0;attach=4543";AAL 1640 ;graysono 
30/10/2010 06:27;"https://forums.liveatc.net/index.php?action=dlattach;topic=8237.0;attach=4538";KJFK Position Line Up Hold Wait! ;graysono 
30/10/2010 06:25;"https://forums.liveatc.net/index.php?action=dlattach;topic=8236.0;attach=4535";Emirates 201 @ KJFK suspicious packages ;graysono 
30/10/2010 06:25;"https://forums.liveatc.net/index.php?action=dlattach;topic=8236.0;attach=4536";Emirates 201 @ KJFK suspicious packages ;graysono 
30/10/2010 06:25;"https://forums.liveatc.net/index.php?action=dlattach;topic=8236.0;attach=4537";Emirates 201 @ KJFK suspicious packages ;graysono 
28/10/2010 01:09;"https://forums.liveatc.net/index.php?action=dlattach;topic=8229.0;attach=4527";Twice times twice at KSLC ;Hollis 
27/10/2010 20:42;"https://forums.liveatc.net/index.php?action=dlattach;topic=8226.0;attach=4526";Cessna 340A N68718 crash ;wazzu90 
26/10/2010 12:08;"https://forums.liveatc.net/index.php?action=dlattach;topic=8221.0;attach=4520";DAL8891 or AAL1209 KPHL 10-22-10 ;cptbrw 
23/10/2010 19:22;"https://forums.liveatc.net/index.php?action=dlattach;topic=8212.0;attach=4515";Air Force 1 into LAX Yesterday ;lajim 
20/10/2010 14:47;"https://forums.liveatc.net/index.php?action=dlattach;topic=8199.0;attach=4510";Air Canada A320 Has Hydraulic Failure At CYYC ;joeyb747 
20/10/2010 00:20;"https://forums.liveatc.net/index.php?action=dlattach;topic=8196.0;attach=4504";US Airways A319 Diverts to KSEA With #1 Engine Shut Down ;joeyb747 
19/10/2010 09:47;"https://forums.liveatc.net/index.php?action=dlattach;topic=8193.0;attach=4499";Runway incursion causes collision at KCLT ;Hollis 
19/10/2010 02:03;"https://forums.liveatc.net/index.php?action=dlattach;topic=8191.0;attach=4497";San Francisco, CA - Blue Angels Flight Demonstration Audio Part 2 of 2 ;SQK7700 
19/10/2010 01:40;"https://forums.liveatc.net/index.php?action=dlattach;topic=8190.0;attach=4496";San Francisco, CA - Blue Angels Flight Demonstration Audio Part 1 of 2 ;SQK7700 
19/10/2010 01:06;"https://forums.liveatc.net/index.php?action=dlattach;topic=8189.0;attach=4495";San Francisco, CA - Fat Albert exits show area Blue Angels arrival checks ;SQK7700 
19/10/2010 00:11;"https://forums.liveatc.net/index.php?action=dlattach;topic=8188.0;attach=4494";SKW3044 stuck mic at KMKE ;N243NW 
18/10/2010 19:05;"https://forums.liveatc.net/index.php?action=dlattach;topic=8186.0;attach=4493";Fatal crash at KFRG ;Hollis 
18/10/2010 01:13;"https://forums.liveatc.net/index.php?action=dlattach;topic=8185.0;attach=4490";San Francisco, CA - Blue Angels ground - taxi - takeoff ;SQK7700 
17/10/2010 23:42;"https://forums.liveatc.net/index.php?action=dlattach;topic=8184.0;attach=4489";San Francisco, CA - Fat Albert Blue Angel 09 Audio ;SQK7700 
15/10/2010 16:39;"https://forums.liveatc.net/index.php?action=dlattach;topic=8178.0;attach=4485";KPWM -  Cessna does a touch and go without clearance   10/13 ;cwhitten 
15/10/2010 04:17;"https://forums.liveatc.net/index.php?action=dlattach;topic=8177.0;attach=4484";San Francisco, CA - Blue Angels Survey Flight Audio ;SQK7700 
13/10/2010 08:15;"https://forums.liveatc.net/index.php?action=dlattach;topic=8166.0;attach=4462";Last communication from old KLGA Tower (USA1632) ;dave 
01/10/2010 18:57;"https://forums.liveatc.net/index.php?action=dlattach;topic=8138.0;attach=4428";AAL1057-KRNO  ;Fryy 
30/09/2010 22:10;"https://forums.liveatc.net/index.php?action=dlattach;topic=8136.0;attach=4422";Old Habbits Die Hard ;neondesert 
30/09/2010 18:24;"https://forums.liveatc.net/index.php?action=dlattach;topic=8135.0;attach=4421";Line up and Wait at KLAX  9/30/10 ;speedotann 
30/09/2010 06:46;"https://forums.liveatc.net/index.php?action=dlattach;topic=8060.0;attach=4420";Re: TWA 800, per request ;aa7ya 
30/09/2010 00:00;"https://forums.liveatc.net/index.php?action=dlattach;topic=8132.0;attach=4419";UPS 2954 Flight Control Issues ;silagi 
29/09/2010 16:33;"https://forums.liveatc.net/index.php?action=dlattach;topic=8129.0;attach=4414";Another 2-gear landing ;Hollis 
28/09/2010 18:30;"https://forums.liveatc.net/index.php?action=dlattach;topic=8124.0;attach=4412";a bit old but i havent seen it here ;magicgreg 
27/09/2010 05:58;"https://forums.liveatc.net/index.php?action=dlattach;topic=8118.0;attach=4410";Re: Delta 4951 (Acey 4951) Incident (9/25/2010) ;CFD208 
26/09/2010 23:30;"https://forums.liveatc.net/index.php?action=dlattach;topic=8118.0;attach=4409";Delta 4951 (Acey 4951) Incident (9/25/2010) ;dave 
25/09/2010 02:44;"https://forums.liveatc.net/index.php?action=dlattach;topic=8112.0;attach=4405";Re: MSP near miss  ;cptbrw 
24/09/2010 20:54;"https://forums.liveatc.net/index.php?action=dlattach;topic=8100.0;attach=4404";Re: 767 almost lands on wrong runway at JFK Sunday 9/19 ;Fryy 
22/09/2010 22:58;"https://forums.liveatc.net/index.php?action=dlattach;topic=8109.0;attach=4389";ny centre in a tizzie ;retro11 
21/09/2010 18:21;"https://forums.liveatc.net/index.php?action=dlattach;topic=8102.0;attach=4362";Piper Saratoga lands on I-85 near KPDK, Sep 20 ;railpass 
21/09/2010 04:31;"https://forums.liveatc.net/index.php?action=dlattach;topic=8100.0;attach=4360";Re: 767 almost lands on wrong runway at JFK Sunday 9/19 ;Hollis 
20/09/2010 06:24;"https://forums.liveatc.net/index.php?action=dlattach;topic=8093.0;attach=4350";Air Mexico Emergency at KLAS ;neondesert 
18/09/2010 19:05;"https://forums.liveatc.net/index.php?action=dlattach;topic=8088.0;attach=4331";dutch QRA ;retro11 
15/09/2010 20:19;"https://forums.liveatc.net/index.php?action=dlattach;topic=8077.0;attach=4325";Air Force 1 at KPHL ;cptbrw 
15/09/2010 19:55;"https://forums.liveatc.net/index.php?action=dlattach;topic=8076.0;attach=4324";Unknown vehicle on runway in Winnipeg ;skyjock81 
12/09/2010 19:07;"https://forums.liveatc.net/index.php?action=dlattach;topic=8068.0;attach=4319";good slap ;retro11 
12/09/2010 01:08;"https://forums.liveatc.net/index.php?action=dlattach;topic=8065.0;attach=4316";KSFO controllers & pilots witness explosion & fire in San Bruno, Calif.  ;pouda99@hotmail.com 
11/09/2010 02:38;"https://forums.liveatc.net/index.php?action=dlattach;topic=8064.0;attach=4314";No delays are allowed in Kennedy ;fpx2gwak 
05/09/2010 07:00;"https://forums.liveatc.net/index.php?action=dlattach;topic=8043.0;attach=4293";Area 51 ATC from October 2009 ;pdgls 
04/09/2010 23:18;"https://forums.liveatc.net/index.php?action=dlattach;topic=8042.0;attach=4291";Hydrogen explosion at KROC on 8/26/2010 @ 1650Z ;edwardb 
02/09/2010 20:50;"https://forums.liveatc.net/index.php?action=dlattach;topic=8028.0;attach=4290";Airplane Accident near KSQL San Carlos, CA Sept 2, 2010 ;dave 
02/09/2010 05:19;"https://forums.liveatc.net/index.php?action=dlattach;topic=8024.0;attach=4287";787 visits ONT low approach teaser! ;N400PW 
02/09/2010 05:19;"https://forums.liveatc.net/index.php?action=dlattach;topic=8024.0;attach=4288";787 visits ONT low approach teaser! ;N400PW 
01/09/2010 00:38;"https://forums.liveatc.net/index.php?action=dlattach;topic=8019.0;attach=4274";Re: Qantas 747 engine explodes (or some other small problem) ;SQK7700 
31/08/2010 15:13;"https://forums.liveatc.net/index.php?action=dlattach;topic=8019.0;attach=4267";Qantas 747 engine explodes (or some other small problem) ;emckirdy 
29/08/2010 23:27;"https://forums.liveatc.net/index.php?action=dlattach;topic=8014.0;attach=4264";Making the best of it at JFK ;cptbrw 
27/08/2010 19:46;"https://forums.liveatc.net/index.php?action=dlattach;topic=8009.0;attach=4231";kbaf arrivals ;retro11 
27/08/2010 19:39;"https://forums.liveatc.net/index.php?action=dlattach;topic=8008.0;attach=4230";demon 41 flt ;retro11 
27/08/2010 19:34;"https://forums.liveatc.net/index.php?action=dlattach;topic=8007.0;attach=4229";thunderbirds are up ;retro11 
27/08/2010 11:02;"https://forums.liveatc.net/index.php?action=dlattach;topic=7947.0;attach=4227";Another short clip from Shannon ...  ;timmy 
26/08/2010 03:55;"https://forums.liveatc.net/index.php?action=dlattach;topic=8004.0;attach=4224";Navy Carrier Air Traffic Control ;lajim 
24/08/2010 20:54;"https://forums.liveatc.net/index.php?action=dlattach;topic=7997.0;attach=4221";fluctuating gearbox oil pressure ;dan9125 
22/08/2010 09:32;"https://forums.liveatc.net/index.php?action=dlattach;topic=7987.0;attach=4198";Unidentified Air Contact ...You May Be Subject To Coalition Defensive Measures ;lajim 
20/08/2010 12:13;"https://forums.liveatc.net/index.php?action=dlattach;topic=7979.0;attach=4191";Old control tower recording ;Polar tiger 
20/08/2010 00:01;"https://forums.liveatc.net/index.php?action=dlattach;topic=7976.0;attach=4189";AAL24 at SFO - Security Threat ;cptbrw 
19/08/2010 22:16;"https://forums.liveatc.net/index.php?action=dlattach;topic=7974.0;attach=4188";speedbird are you trying to pull a fast one ;retro11 
19/08/2010 20:56;"https://forums.liveatc.net/index.php?action=dlattach;topic=7973.0;attach=4187";Police chase on Love Field tower recording ;rationaljeff 
19/08/2010 19:05;"https://forums.liveatc.net/index.php?action=dlattach;topic=7942.0;attach=4186";Re: 2 Emergencies at KAUS in 2 Weeks ;beachdarryl0202 
18/08/2010 21:58;"https://forums.liveatc.net/index.php?action=dlattach;topic=7965.0;attach=4168";N4325W gear up landing in KASH ;heliUD 
18/08/2010 16:20;"https://forums.liveatc.net/index.php?action=dlattach;topic=7962.0;attach=4166";SKW6467 gear appears to be up ;N400PW 
18/08/2010 16:20;"https://forums.liveatc.net/index.php?action=dlattach;topic=7962.0;attach=4167";SKW6467 gear appears to be up ;N400PW 
17/08/2010 20:46;"https://forums.liveatc.net/index.php?action=dlattach;topic=7959.0;attach=4163";Air Refueling Coordination  ;Fryy 
17/08/2010 18:02;"https://forums.liveatc.net/index.php?action=dlattach;topic=7958.0;attach=4162";Military exercises over Lincolnshire/Northsea UK this afternoon. ;sunburn 
16/08/2010 12:31;"https://forums.liveatc.net/index.php?action=dlattach;topic=7950.0;attach=4161";Not on this frequency! ;graysono 
16/08/2010 04:27;"https://forums.liveatc.net/index.php?action=dlattach;topic=7949.0;attach=4160";"Oshkosh ""Collision"" on Fisk Arrival ";pweeden 
15/08/2010 07:51;"https://forums.liveatc.net/index.php?action=dlattach;topic=7947.0;attach=4159";"Shannon Controller and ""Speedbird"" pilot - little morning chat in good temper ";timmy 
11/08/2010 22:07;"https://forums.liveatc.net/index.php?action=dlattach;topic=7942.0;attach=4155";2 Emergencies at KAUS in 2 Weeks ;beachdarryl0202 
10/08/2010 04:05;"https://forums.liveatc.net/index.php?action=dlattach;topic=7938.0;attach=4149";"SFO Tower ""DO NOT BACK UP! TRAFFIC DEPARTING THE RUNWAY!"" ";silagi 
10/08/2010 01:18;"https://forums.liveatc.net/index.php?action=dlattach;topic=7937.0;attach=4148";Air France Concorde is back at JFK (2001) ;heliUD 
08/08/2010 01:21;"https://forums.liveatc.net/index.php?action=dlattach;topic=7933.0;attach=4147";Audio comparison of using a filter to improve reception. ;SQK7700 
07/08/2010 05:18;"https://forums.liveatc.net/index.php?action=dlattach;topic=7931.0;attach=4145";AWE1651 at PHL blows tire on takeoff ;cptbrw 
06/08/2010 06:45;"https://forums.liveatc.net/index.php?action=dlattach;topic=7927.0;attach=4144";Prankster on ATC Frequency ;beachdarryl0202 
05/08/2010 04:26;"https://forums.liveatc.net/index.php?action=dlattach;topic=7920.0;attach=4140";Re: Help Setting Up a Feed ;SQK7700 
05/08/2010 04:26;"https://forums.liveatc.net/index.php?action=dlattach;topic=7920.0;attach=4141";Re: Help Setting Up a Feed ;SQK7700 
03/08/2010 07:32;"https://forums.liveatc.net/index.php?action=dlattach;topic=7918.0;attach=4121";N444YP - 1 Fatal + 4 Injured KMYF San Diego Crash 8/2/10 ;blueskyy 
03/08/2010 06:49;"https://forums.liveatc.net/index.php?action=dlattach;topic=7917.0;attach=4119";Crash of Velocity XL-RG5 at KMYF-Montgomery Field, San Diego CA into golf course ;Duffy 
30/07/2010 04:44;"https://forums.liveatc.net/index.php?action=dlattach;topic=7901.0;attach=4100";Re: Transmission of Possible Terrorist at KDCA ;Fryy 
28/07/2010 02:44;"https://forums.liveatc.net/index.php?action=dlattach;topic=7895.0;attach=4089";KOSH ATC Audio of N6JR Incident ;pilotmike 
28/07/2010 02:44;"https://forums.liveatc.net/index.php?action=dlattach;topic=7895.0;attach=4090";KOSH ATC Audio of N6JR Incident ;pilotmike 
28/07/2010 02:44;"https://forums.liveatc.net/index.php?action=dlattach;topic=7895.0;attach=4092";KOSH ATC Audio of N6JR Incident ;pilotmike 
27/07/2010 23:12;"https://forums.liveatc.net/index.php?action=dlattach;topic=7894.0;attach=4078";AA 622 smoke ;captkel 
25/07/2010 23:28;"https://forums.liveatc.net/index.php?action=dlattach;topic=7887.0;attach=4073";Harrison Ford Landing Oshkosh ;psupilot 
25/07/2010 02:24;"https://forums.liveatc.net/index.php?action=dlattach;topic=7881.0;attach=4071";Position And Hold Vs Line Up And Wait ;joeyb747 
24/07/2010 23:49;"https://forums.liveatc.net/index.php?action=dlattach;topic=7880.0;attach=4068";SOUTHWEST HOT MIC and GOAT ROPING... MAD Controller KLAX 7/24/10 ;speedotann 
24/07/2010 18:57;"https://forums.liveatc.net/index.php?action=dlattach;topic=7877.0;attach=4067";Green laser shined to Cockpit of Adria Flight - recorded conversation ;petervee 
22/07/2010 22:49;"https://forums.liveatc.net/index.php?action=dlattach;topic=7872.0;attach=4065";Continental 1162 have no fear, cross 22R, good luck. ;rysium 
20/07/2010 17:54;"https://forums.liveatc.net/index.php?action=dlattach;topic=7852.0;attach=4057";Re: LOT Polish Brake fire at ORD? ;VampyreGTX 
18/07/2010 19:40;"https://forums.liveatc.net/index.php?action=dlattach;topic=7853.0;attach=4053";SWA Charter Takeoff CLT 23 (rare) ;adscram14 
18/07/2010 04:38;"https://forums.liveatc.net/index.php?action=dlattach;topic=7849.0;attach=4049";Lufthansa Cargo 8250 (MD11) Go Around, Mexicana 902 on Runway KLAX 7/17/10 ;speedotann 
17/07/2010 21:22;"https://forums.liveatc.net/index.php?action=dlattach;topic=7845.0;attach=4048";KPWM crash 7/17 ;cwhitten 
16/07/2010 04:50;"https://forums.liveatc.net/index.php?action=dlattach;topic=7841.0;attach=4040";United Maintenance - Captain's window needs repair and cellophane tape? ;SQK7700 
15/07/2010 02:44;"https://forums.liveatc.net/index.php?action=dlattach;topic=7836.0;attach=4036";Need lav service...but there's a catch ;SQK7700 
10/07/2010 07:02;"https://forums.liveatc.net/index.php?action=dlattach;topic=7825.0;attach=4025";Justin Bieber Interference ;Fryy 
09/07/2010 19:27;"https://forums.liveatc.net/index.php?action=dlattach;topic=7822.0;attach=4023";Air Force 2......you got a minute? ;silagi 
05/07/2010 21:32;"https://forums.liveatc.net/index.php?action=dlattach;topic=7766.0;attach=4016";Re: jfk gnd: the joker is gettin mad ;Hollis 
04/07/2010 11:21;"https://forums.liveatc.net/index.php?action=dlattach;topic=7804.0;attach=4014";Brand new 31L at JFK? Or maybe not... ;flyflyfly 
03/07/2010 01:39;"https://forums.liveatc.net/index.php?action=dlattach;topic=7801.0;attach=4009";Flight of 2 F-18's into Boeing Field ;svoynick 
23/06/2010 15:46;"https://forums.liveatc.net/index.php?action=dlattach;topic=7776.0;attach=3990";UAL 56 vs ATC @ SFO last night ;silagi 
23/06/2010 12:35;"https://forums.liveatc.net/index.php?action=dlattach;topic=7775.0;attach=3989";Quebec-CYQB Aeropro 201 crash-CYQB TOWER ;m4t 
23/06/2010 01:17;"https://forums.liveatc.net/index.php?action=dlattach;topic=7755.0;attach=3988";"Re: ""Mystery Tone"" often heard over the air communications? ";SQK7700 
21/06/2010 03:03;"https://forums.liveatc.net/index.php?action=dlattach;topic=7768.0;attach=3985";Working at busy JFK on Father's Day ;Hollis 
20/06/2010 23:14;"https://forums.liveatc.net/index.php?action=dlattach;topic=7766.0;attach=3980";jfk gnd: the joker is gettin mad ;turi76 
20/06/2010 01:38;"https://forums.liveatc.net/index.php?action=dlattach;topic=7765.0;attach=3979";KJFK balloons on runway ;graysono 
20/06/2010 00:28;"https://forums.liveatc.net/index.php?action=dlattach;topic=7763.0;attach=3976";Delta 5684 turbulence diversion ;daryldoss 
19/06/2010 03:42;"https://forums.liveatc.net/index.php?action=dlattach;topic=7761.0;attach=3975";USS Forrestal near KPHL ;cptbrw 
18/06/2010 23:50;"https://forums.liveatc.net/index.php?action=dlattach;topic=7760.0;attach=3966";Re: Funny thing heard on ORD departure ;joeyb747 
18/06/2010 02:40;"https://forums.liveatc.net/index.php?action=dlattach;topic=7757.0;attach=3964";Lakers score? ;graysono 
17/06/2010 05:22;"https://forums.liveatc.net/index.php?action=dlattach;topic=7755.0;attach=3960";Mystery Tone often heard over the air communications? ;SQK7700 
16/06/2010 23:25;"https://forums.liveatc.net/index.php?action=dlattach;topic=7754.0;attach=3958";JFK Tower 162028Z - 2030Z (callsign muttered)101/H Move the damn airplane! ;cbkyro 
16/06/2010 12:00;"https://forums.liveatc.net/index.php?action=dlattach;topic=7752.0;attach=3956";Alitalia 615 lost engine (KBOS) June-14-2010 ;dave 
15/06/2010 06:16;"https://forums.liveatc.net/index.php?action=dlattach;topic=7748.0;attach=3952";Air Canada 698 @ CYYT ;graysono 
15/06/2010 06:15;"https://forums.liveatc.net/index.php?action=dlattach;topic=7747.0;attach=3951";Bankstown, Sydney. Aircraft Collision. 30 mins cut down to 10 mins ;sssoaring 
13/06/2010 12:52;"https://forums.liveatc.net/index.php?action=dlattach;topic=7742.0;attach=3945";Melbourne (Australia) ATC - NASA DC-8/NZ 194  ;Polar tiger 
12/06/2010 03:51;"https://forums.liveatc.net/index.php?action=dlattach;topic=7738.0;attach=3943";Dual landing clearance for two aircraft at LAX? ;ARMEDnPISSED 
11/06/2010 18:28;"https://forums.liveatc.net/index.php?action=dlattach;topic=7736.0;attach=3942";Blackhawks Landing in Chicago after winning the Stanley Cup ;Goon357 
11/06/2010 15:27;"https://forums.liveatc.net/index.php?action=dlattach;topic=7732.0;attach=3941";Re: kbhm divertion ;davolijj 
11/06/2010 01:23;"https://forums.liveatc.net/index.php?action=dlattach;topic=7733.0;attach=3937";N121HJ lost engine power -ONT ;N400PW 
06/06/2010 01:25;"https://forums.liveatc.net/index.php?action=dlattach;topic=7718.0;attach=3896";"BTA2989: ""We'll work on that"" ";mdr666 
02/06/2010 14:58;"https://forums.liveatc.net/index.php?action=dlattach;topic=7707.0;attach=3880";Was that a NO!!?? ;fresnosmooth 
30/05/2010 20:23;"https://forums.liveatc.net/index.php?action=dlattach;topic=7696.0;attach=3873";"We need another minute, ""ok I am Going to time you"".. KLAX 5-30-10 ";speedotann 
28/05/2010 00:47;"https://forums.liveatc.net/index.php?action=dlattach;topic=7685.0;attach=3869";Delta 1454 Possible Security Breech, Return to the gate! KLAX 5-27-10 ;speedotann 
26/05/2010 19:17;"https://forums.liveatc.net/index.php?action=dlattach;topic=7677.0;attach=3865";Air Force One at San Fran on May 25, 2010 ;mibzzer15 
26/05/2010 03:39;"https://forums.liveatc.net/index.php?action=dlattach;topic=7675.0;attach=3862";JFK Tower recommends driving lessons. ;rekno13 
26/05/2010 00:52;"https://forums.liveatc.net/index.php?action=dlattach;topic=7674.0;attach=3860";Air Force One at SFO RWY 19L, May 25, 2010 ;650ChicagoBearsFan 
25/05/2010 00:34;"https://forums.liveatc.net/index.php?action=dlattach;topic=7668.0;attach=3841";Re: When things go HOT at JFK - Original Postings ;fgalaz208 
24/05/2010 03:54;"https://forums.liveatc.net/index.php?action=dlattach;topic=7669.0;attach=3840";Technically he's a peckerhead! ;peepsnet 
24/05/2010 02:52;"https://forums.liveatc.net/index.php?action=dlattach;topic=7668.0;attach=3839";When things go HOT at JFK - Original Postings ;peepsnet 
23/05/2010 06:04;"https://forums.liveatc.net/index.php?action=dlattach;topic=7664.0;attach=3837";American 119 Overfly Airport... Man in Lavatory!! KLAX 5-22-10 ;speedotann 
21/05/2010 14:30;"https://forums.liveatc.net/index.php?action=dlattach;topic=7657.0;attach=3833";YSSY (Sydney, Australia) - Fri 21st May 2010 ;meso 
21/05/2010 14:30;"https://forums.liveatc.net/index.php?action=dlattach;topic=7657.0;attach=3834";YSSY (Sydney, Australia) - Fri 21st May 2010 ;meso 
21/05/2010 14:30;"https://forums.liveatc.net/index.php?action=dlattach;topic=7657.0;attach=3835";YSSY (Sydney, Australia) - Fri 21st May 2010 ;meso 
21/05/2010 14:23;"https://forums.liveatc.net/index.php?action=dlattach;topic=7656.0;attach=3832";SkyWest 6024 Go Around Gear Warning KLAX 5-21-10 ;speedotann 
18/05/2010 23:21;"https://forums.liveatc.net/index.php?action=dlattach;topic=7639.0;attach=3827";Re: Jetblue Multiple Canada Geese strike ;Hollis 
18/05/2010 23:14;"https://forums.liveatc.net/index.php?action=dlattach;topic=7642.0;attach=3826";Uncle Johnny Gives a good SYR release time ;UNDATCer 
18/05/2010 21:44;"https://forums.liveatc.net/index.php?action=dlattach;topic=7632.0;attach=3825";Re: New Shanwick Feed from Dundalk ireland ;sunburn 
18/05/2010 20:49;"https://forums.liveatc.net/index.php?action=dlattach;topic=7640.0;attach=3824";UAL 27 Fire in the Cockpit ;VampyreGTX 
16/05/2010 21:06;"https://forums.liveatc.net/index.php?action=dlattach;topic=7633.0;attach=3804";American 1435 Aborts takeoff at KPHL ;joeyb747 
15/05/2010 16:41;"https://forums.liveatc.net/index.php?action=dlattach;topic=7628.0;attach=3796";Re: JFK Plane decides to go home upon advisory from Tower ;Hollis 
15/05/2010 06:26;"https://forums.liveatc.net/index.php?action=dlattach;topic=7628.0;attach=3794";JFK Plane decides to go home upon advisory from Tower ;rekno13 
14/05/2010 17:46;"https://forums.liveatc.net/index.php?action=dlattach;topic=7625.0;attach=3793";Air Force One lands in Buffalo ;dan9125 
14/05/2010 14:56;"https://forums.liveatc.net/index.php?action=dlattach;topic=7623.0;attach=3792";EI 120 engine failure at KMCO ;heliUD 
13/05/2010 15:40;"https://forums.liveatc.net/index.php?action=dlattach;topic=7590.0;attach=3788";Re: Boeing 707 IRAN Government , emergency landing communication ;ect76 
11/05/2010 21:09;"https://forums.liveatc.net/index.php?action=dlattach;topic=7609.0;attach=3780";Grumpy? ;ATCFAN00 
10/05/2010 15:52;"https://forums.liveatc.net/index.php?action=dlattach;topic=7599.0;attach=3768";Re: Mechanical trouble forces landing at Newark (COA9) ;matthammer 
09/05/2010 20:55;"https://forums.liveatc.net/index.php?action=dlattach;topic=7599.0;attach=3762";Re: Mechanical trouble forces landing at Newark (COA9) ;dave 
09/05/2010 10:22;"https://forums.liveatc.net/index.php?action=dlattach;topic=7598.0;attach=3759";'United 25, you have time for a shoutout'? ;ARMEDnPISSED 
09/05/2010 05:17;"https://forums.liveatc.net/index.php?action=dlattach;topic=7596.0;attach=3754";B-17 Flying Fortress at Hayward, CA ;SQK7700 
08/05/2010 02:53;"https://forums.liveatc.net/index.php?action=dlattach;topic=7594.0;attach=3751";AAL 329 busted engine ;Hollis 
08/05/2010 02:18;"https://forums.liveatc.net/index.php?action=dlattach;topic=7593.0;attach=3750";#1 in NYC ;cptbrw 
07/05/2010 06:43;"https://forums.liveatc.net/index.php?action=dlattach;topic=7587.0;attach=3746";Meet Kilo-Charlie @ JFK, he's new here ;rekno13 
05/05/2010 19:55;"https://forums.liveatc.net/index.php?action=dlattach;topic=7580.0;attach=3741";"Re: Weird JFK Emergency Yesterday around 5:10 PM ""give me 31R or I'll declare"" ";VampyreGTX 
05/05/2010 17:28;"https://forums.liveatc.net/index.php?action=dlattach;topic=7580.0;attach=3738";"Re: Weird JFK Emergency Yesterday around 5:10 PM ""give me 31R or I'll declare"" ";jpwilde 
05/05/2010 14:33;"https://forums.liveatc.net/index.php?action=dlattach;topic=7580.0;attach=3735";"Weird JFK Emergency Yesterday around 5:10 PM ""give me 31R or I'll declare"" ";jpwilde 
05/05/2010 04:27;"https://forums.liveatc.net/index.php?action=dlattach;topic=7576.0;attach=3731";Fedex TCAS vs ADSB info  ;N400PW 
04/05/2010 10:21;"https://forums.liveatc.net/index.php?action=dlattach;topic=7570.0;attach=3730";Suspect in failed Times Square bombing pulled off UAE202 at JFK ;foopolate 
03/05/2010 03:25;"https://forums.liveatc.net/index.php?action=dlattach;topic=7564.0;attach=3723";SkyWest 6470 Gear Problem KLAX 5-2-10 ;speedotann 
03/05/2010 01:27;"https://forums.liveatc.net/index.php?action=dlattach;topic=7561.0;attach=3722";Re: Metalic microphone ;Hollis 
02/05/2010 18:36;"https://forums.liveatc.net/index.php?action=dlattach;topic=7560.0;attach=3707";WN jet near miss with helo at KHOU ;toeknee25 
01/05/2010 16:11;"https://forums.liveatc.net/index.php?action=dlattach;topic=7554.0;attach=3704";Mexicana 112 To High Go Around KLAX 5-1-10 ;speedotann 
28/04/2010 18:13;"https://forums.liveatc.net/index.php?action=dlattach;topic=7546.0;attach=3698";JetLink 3006, Houston to Dulles, Bomb Threat ;VampyreGTX 
28/04/2010 02:28;"https://forums.liveatc.net/index.php?action=dlattach;topic=7541.0;attach=3752";Air Force One and Two at KBKW ;Echonomix 
27/04/2010 14:53;"https://forums.liveatc.net/index.php?action=dlattach;topic=7533.0;attach=3683";Meteor Sighting over Madison with NVG ;pweeden 
24/04/2010 04:46;"https://forums.liveatc.net/index.php?action=dlattach;topic=7516.0;attach=3671";KTVC student, lost? ;iceman23 
23/04/2010 21:30;"https://forums.liveatc.net/index.php?action=dlattach;topic=7513.0;attach=3669";KBUR Runway incursion 4-19-10 ;bleyton 
23/04/2010 17:12;"https://forums.liveatc.net/index.php?action=dlattach;topic=7512.0;attach=3668";DAL2148 LA to Tampa - Unruly Passenger ;VampyreGTX 
21/04/2010 00:01;"https://forums.liveatc.net/index.php?action=dlattach;topic=7505.0;attach=3654";TCX952P turns back to Manchester UK (EGCC) after smelling ash in the cockpit. ;sunburn 
20/04/2010 22:43;"https://forums.liveatc.net/index.php?action=dlattach;topic=7504.0;attach=3653";Obama's Marine Choppers Arriving at KLAX 3-19-10 ;speedotann 
18/04/2010 01:45;"https://forums.liveatc.net/index.php?action=dlattach;topic=7499.0;attach=3645";Things are going bad on us ;lajim 
15/04/2010 21:02;"https://forums.liveatc.net/index.php?action=dlattach;topic=7492.0;attach=3635";Midwestern fireball - probably meteor ;jeffcyn 
15/04/2010 05:09;"https://forums.liveatc.net/index.php?action=dlattach;topic=7488.0;attach=3632";Dodger Stadium - Opening Day Flyover ;lajim 
13/04/2010 08:21;"https://forums.liveatc.net/index.php?action=dlattach;topic=7481.0;attach=3625";"KWHP: ""airplanes everywhere"" ";uplink 
